89355	46213	144340
0	89355
0	89356
1	89357
2	89358
2	89359
2	89360
2	89361
2	89362
2	89363
2	89364
2	89365
2	89366
2	89367
2	89368
2	89369
3	89370
3	89371
4	89372
4	89373
4	89374
5	89375
5	89376
5	89377
6	89378
7	89379
8	89380
9	89381
10	89382
11	89383
12	89384
12	89385
13	89386
14	89387
15	89387
16	89388
16	89389
17	89390
17	89391
18	89392
19	89393
20	89394
20	89395
20	89396
20	89397
21	89398
22	89394
23	89399
24	89400
24	89401
24	89402
24	89403
25	89404
26	89379
26	89405
26	89406
27	89407
28	89370
29	89408
29	89409
30	89379
30	89410
31	89411
32	89370
32	89412
33	89413
34	89414
34	89415
34	89416
34	89417
35	89418
36	89419
36	89420
37	89421
37	89422
37	89423
37	89424
38	89421
38	89422
38	89424
39	89425
40	89421
40	89422
40	89424
41	89426
42	89379
42	89427
42	89428
43	89429
43	89430
43	89431
44	89429
44	89432
45	89429
45	89433
46	89434
46	89435
47	89429
47	89435
47	89436
48	89437
49	89438
50	89438
51	89438
52	89434
53	89439
54	89440
55	89386
56	89441
56	89442
57	89443
58	89444
58	89445
59	89446
59	89447
60	89448
60	89449
61	89450
62	89378
63	89451
63	89452
63	89453
63	89454
64	89455
65	89456
66	89457
67	89458
67	89459
68	89391
69	89379
69	89460
69	89461
70	89462
71	89450
72	89463
73	89444
73	89445
73	89464
73	89465
74	89394
75	89466
75	89467
76	89466
77	89466
78	89468
78	89469
79	89470
80	89471
80	89472
81	89473
81	89474
82	89471
82	89472
83	89475
84	89475
85	89476
86	89477
86	89478
87	89479
87	89480
88	89481
88	89482
89	89483
90	89484
91	89485
91	89486
92	89487
93	89488
93	89489
93	89490
93	89491
93	89492
94	89493
95	89461
95	89494
96	89464
97	89495
98	89496
98	89497
99	89498
100	89499
100	89500
101	89501
101	89502
101	89503
102	89504
103	89505
103	89506
104	89507
105	89508
106	89509
107	89510
108	89511
109	89512
110	89513
111	89514
112	89515
113	89516
113	89517
114	89518
115	89519
116	89520
116	89521
117	89522
117	89523
118	89522
118	89523
118	89524
118	89525
118	89526
119	89527
119	89528
119	89529
120	89530
121	89531
122	89532
123	89533
123	89534
124	89508
125	89535
125	89536
125	89537
126	89533
126	89538
127	89539
128	89540
129	89541
130	89542
130	89543
130	89544
131	89394
131	89545
131	89546
132	89547
132	89548
132	89549
132	89550
132	89551
132	89552
132	89553
133	89554
133	89555
134	89556
135	89557
136	89558
137	89456
138	89559
139	89560
140	89561
141	89562
142	89563
142	89564
143	89565
143	89566
144	89567
144	89568
144	89569
144	89570
145	89571
146	89572
146	89573
147	89574
148	89575
149	89576
150	89577
150	89578
151	89579
151	89580
152	89581
153	89582
154	89583
155	89584
156	89585
156	89586
157	89587
158	89586
158	89588
159	89589
160	89590
161	89591
161	89592
161	89593
161	89594
162	89595
162	89596
163	89597
163	89598
163	89599
164	89600
164	89601
165	89602
166	89505
167	89603
168	89604
169	89605
170	89606
170	89607
171	89595
171	89608
171	89609
172	89610
173	89611
173	89612
173	89613
174	89614
174	89615
175	89616
176	89501
177	89617
178	89618
179	89619
180	89620
180	89621
180	89622
181	89623
181	89624
182	89625
182	89626
183	89627
184	89516
184	89628
185	89516
186	89629
186	89630
187	89631
187	89632
187	89633
187	89634
188	89635
189	89636
189	89637
190	89638
191	89639
191	89640
192	89641
193	89642
194	89501
195	89477
195	89478
196	89490
196	89643
196	89644
196	89645
197	89516
198	89646
199	89647
199	89648
200	89395
201	89648
202	89649
203	89648
203	89650
204	89649
205	89649
206	89396
206	89651
207	89652
207	89653
208	89648
209	89654
210	89655
211	89380
211	89656
211	89657
211	89658
212	89628
212	89659
213	89660
213	89661
213	89662
214	89663
215	89628
216	89664
217	89488
218	89665
219	89666
219	89667
219	89668
219	89669
220	89516
221	89487
222	89670
223	89671
223	89672
224	89673
224	89674
224	89675
224	89676
225	89677
226	89522
227	89641
228	89456
228	89678
229	89679
229	89680
229	89681
230	89682
230	89683
230	89684
231	89685
231	89686
231	89687
231	89688
232	89689
232	89690
233	89623
233	89624
233	89691
234	89692
235	89693
235	89694
236	89695
236	89696
236	89697
237	89698
238	89605
238	89699
239	89561
239	89700
239	89701
239	89702
240	89703
241	89665
241	89704
241	89705
241	89706
242	89707
242	89708
243	89709
244	89710
245	89711
246	89710
246	89712
246	89713
247	89714
247	89715
248	89604
249	89716
249	89717
250	89718
251	89719
251	89720
252	89721
253	89722
253	89723
254	89724
254	89725
255	89726
255	89727
255	89728
255	89729
255	89730
256	89685
256	89686
257	89731
257	89732
257	89733
258	89689
258	89734
258	89735
259	89736
260	89737
260	89738
261	89476
262	89609
262	89707
262	89739
262	89740
263	89741
263	89742
264	89743
264	89744
264	89745
265	89712
265	89746
266	89676
267	89564
267	89747
268	89748
269	89749
270	89685
270	89686
270	89750
271	89751
271	89752
271	89753
271	89754
272	89598
272	89755
272	89756
272	89757
273	89758
273	89759
274	89760
275	89604
275	89761
276	89762
276	89763
277	89749
277	89764
278	89765
278	89766
279	89767
279	89768
280	89689
280	89769
280	89770
281	89613
281	89771
281	89772
281	89773
282	89604
283	89774
284	89616
285	89673
285	89757
286	89775
286	89776
287	89676
288	89732
288	89750
289	89719
289	89777
289	89778
289	89779
290	89766
291	89577
291	89578
291	89780
291	89781
292	89782
293	89571
293	89779
294	89783
294	89784
294	89785
295	89676
295	89786
296	89582
296	89731
296	89750
296	89787
296	89788
296	89789
296	89790
296	89791
296	89792
296	89793
296	89794
297	89795
298	89748
298	89796
299	89499
300	89797
300	89798
300	89799
300	89800
301	89801
302	89444
302	89802
303	89559
303	89803
303	89804
303	89805
303	89806
304	89499
305	89807
306	89808
307	89625
307	89626
307	89809
308	89647
308	89648
309	89476
309	89810
310	89811
311	89812
312	89575
312	89813
313	89814
313	89815
314	89666
314	89816
314	89817
315	89818
316	89819
316	89820
317	89821
318	89822
318	89823
319	89821
319	89824
320	89825
321	89826
322	89827
322	89828
323	89829
323	89830
324	89812
324	89831
325	89832
325	89833
326	89834
326	89835
327	89836
327	89837
328	89838
329	89491
330	89839
330	89840
331	89841
332	89842
333	89843
334	89844
335	89516
335	89845
335	89846
336	89847
337	89491
337	89848
337	89849
338	89501
339	89608
339	89850
339	89851
339	89852
339	89853
340	89854
340	89855
341	89856
342	89857
343	89450
344	89858
344	89859
344	89860
345	89861
345	89862
345	89863
345	89864
346	89857
347	89865
348	89378
349	89866
350	89867
351	89868
351	89869
352	89553
353	89508
354	89870
354	89871
354	89872
354	89873
355	89553
356	89874
356	89875
357	89876
358	89877
359	89748
359	89878
359	89879
360	89372
360	89880
361	89881
361	89882
362	89883
362	89884
363	89795
364	89885
365	89886
366	89851
366	89887
367	89888
368	89889
368	89890
368	89891
369	89892
370	89893
371	89730
372	89894
373	89895
374	89896
375	89711
376	89897
377	89578
377	89898
378	89899
379	89611
379	89612
379	89900
379	89901
380	89406
380	89902
380	89903
381	89904
381	89905
382	89906
382	89907
383	89908
384	89909
384	89910
385	89911
385	89912
386	89913
386	89914
386	89915
386	89916
386	89917
387	89918
388	89709
389	89919
390	89877
390	89920
390	89921
390	89922
390	89923
390	89924
391	89925
392	89926
